"Gene.name","baseMean","log2FoldChange","pvalue","padj"
"Mybbp1a",613.916181389614,0.694944323254614,0.000112649618675942,0.000892140668628496
"Med13",5372.46931708359,0.694880187515678,2.08559998465748e-07,2.8708138035317e-06
"Kdm6a",1310.90650753305,0.69463850596154,7.82003040285551e-06,8.01484902695415e-05
"Ybx1",3046.34257793689,0.694420265407359,5.47969518256104e-07,6.9755038675304e-06
"Tpp1",669.324788876722,0.692347194498579,0.000100529978447953,0.000807894107215634
"Uso1",1126.54613983892,0.692058786657067,6.04921955232726e-06,6.38083694356e-05
"Arcn1",1535.60371430793,0.691184093452371,2.28514784020223e-06,2.61404504254602e-05
"Dtx1",2590.30583746923,0.690299132555283,4.75222749642658e-05,0.000415839099101689
"Kras",1372.94212282322,0.689610184614041,3.28235850960298e-06,3.63576582152649e-05
"Eif2s2",722.180690171039,0.687972254340785,7.09811138115781e-05,0.000596538716773333
"Naa15",1127.33080457507,0.687174835090287,3.61109992656634e-05,0.000324370194896295
"Ywhae",5190.23733962193,0.684499680469786,1.19288659910138e-06,1.42475639780213e-05
"Snx3",686.576521992192,0.683733980193839,9.6697577961519e-05,0.000781734971684429
"Rtn4",2290.34396869359,0.682637296095182,2.25052263504302e-06,2.58535649050064e-05
"Cct8",1100.67819620114,0.681646866403272,1.56980109134739e-05,0.000152791152044621
"Dnaja2",1093.70737114303,0.681220487629282,1.15730837603722e-05,0.000114808806205231
"Ammecr1l",659.430257832003,0.680518774325075,0.000121049919851602,0.000952312114562383
"Dapp1",2814.82998111923,0.679900884630087,4.25059115440863e-07,5.5344536028496e-06
"Atp6v1b2",744.524734739202,0.679176837642427,5.17787741581066e-05,0.000448376866870319
"Ftsjd2",795.936251746094,0.6789931234336,0.000118028095219736,0.000931244250193299
"Abcb1a",1837.55032942556,0.678900897701088,2.13332511499909e-05,0.000201134125072108
"Ptpn11",799.146523466163,0.677902192425901,4.57349652081638e-05,0.000402475124370462
"Hspa4",2281.56283792882,0.675112227812386,1.02226812871672e-06,1.23872825932754e-05
"Lats1",1263.28690201356,0.674675999841959,1.57493459462843e-05,0.000153153199852871
"Bzw1",1445.12901524502,0.674517278789941,4.80265562487915e-06,5.16655098156066e-05
"Adss",814.990362565179,0.674242384171857,9.09972606693969e-05,0.000743979867797416
"Coro1c",1432.4536524134,0.673762016621807,1.79461059919341e-05,0.000172044394876657
"Csde1",4169.16670428683,0.671262811290213,2.63422618955688e-07,3.56707153893372e-06
"Polr2a",2690.35311110794,0.670920907444761,4.87164909291492e-07,6.27521695880468e-06
"Prkar1a",1703.7520480863,0.669793828595142,2.68698968309638e-06,3.02579617848056e-05
"Eif5a",2107.97773743915,0.667115932227572,9.51921729565225e-06,9.59748751744682e-05
"Vps13d",1675.68210133744,0.666692216019382,0.000109167754991715,0.000868930411333759
"Tcp1",1098.28700637068,0.666437147504993,2.57712232032915e-05,0.000238207901844076
"Clptm1",1702.71510102163,0.666205788290188,3.4509955489382e-06,3.81087000832289e-05
"Mefv",1311.55704699691,0.665405883453209,6.12412686855206e-05,0.00052238319974035
"Heatr1",843.383758749569,0.664796192307217,4.8528291064002e-05,0.000423615614098577
"Tbc1d1",1079.64239408658,0.663035431956006,6.11350969259324e-05,0.000521888498816884
"Ahctf1",1705.55428878984,0.662181411284122,6.12644968814516e-06,6.45601454004636e-05
"Atp7a",1500.78155065111,0.661649288611951,1.90462230481703e-05,0.000181626526655659
"Anxa4",708.800376187563,0.659015415822705,0.000103062688880645,0.000825024100920514
"Rbm47",1139.39519535406,0.658465683755692,3.4390600289857e-05,0.000309944569833628
"Syncrip",1841.4957143203,0.655693612510469,9.21240968905157e-06,9.33564398143084e-05
"4932438A13Rik",2730.42843408199,0.654579945873836,1.17063486588108e-06,1.40437292381947e-05
"Actn4",770.513656899138,0.654536579387951,0.000124726628375492,0.000977687094928873
"Peli1",1639.76909051837,0.651720405904232,4.34753520802073e-05,0.000383837399417185
"Fth1",13105.110534128,0.650242211701397,3.31561838929651e-06,3.66885536376396e-05
"Zmiz2",4537.61322591703,0.645991903198385,4.86314771763714e-07,6.27172371728132e-06
"Ncf4",906.128070071077,0.643099162467683,7.01768652691836e-05,0.000591743068802
"Btf3",1085.42190801667,0.642697490317789,9.14656754792518e-05,0.000746120227761096
"Cybb",5996.6097638653,0.642432194406941,7.42437441371967e-06,7.68178109110079e-05
"Zfr",1238.52174813375,0.642149671868094,5.28843431983821e-05,0.000456490908261413
"Sec24b",2031.41717814606,0.641803903434975,2.30419212590538e-05,0.000215741687985592
"Rsrc2",1303.2962363667,0.641077385907155,2.53872093615808e-05,0.000235059520524791
"Ap3d1",973.29578449687,0.640483489690066,7.93360210330126e-05,0.000658075892688075
"Tpm3",4488.5625055553,0.638760683179855,3.74897243502116e-06,4.11475363612808e-05
"Cdk12",2179.33264914449,0.638391519445122,3.87118077995017e-06,4.24029336594542e-05
"Huwe1",7881.29485526349,0.637800417465901,1.63040786745809e-06,1.91149441863349e-05
"Prrc2a",3259.44116612275,0.637598917538811,1.96957409493057e-06,2.28441072488039e-05
"Ube2k",1156.58537182862,0.637420239324682,3.89297710952574e-05,0.000346814317660299
"Atp2a2",1562.78013369587,0.636902322264884,2.68747204831465e-05,0.000247142484714708
"Lrrfip1",2511.41651084342,0.635264901427525,1.09781217097938e-05,0.000109206604666847
"Eif3c",1863.91763099919,0.633681052098603,1.06622695294421e-05,0.000106455636693499
"Hnrnpm",1908.48107316486,0.631151662753366,8.67668940980407e-06,8.81750247433466e-05
"Ifitm3",4474.85267549627,0.630201425818933,1.04503070216744e-06,1.26459132129851e-05
"Ddx21",1265.98223065979,0.628354637590242,7.01919914530204e-05,0.000591743068802
"Arhgdia",7603.52375303941,0.626649426191424,2.83415061296861e-05,0.000258939125407968
"Shoc2",1172.26986067029,0.626291804461468,7.26128084566172e-05,0.000608363924215417
"Akap13",11299.7789691086,0.626158714852122,1.86503452749942e-06,2.17246441251626e-05
"Atp5b",7406.81519340896,0.624099368895502,9.26400852567155e-06,9.37040190089635e-05
"Ifngr2",1212.60299983215,0.623294663789801,3.61615360335798e-05,0.000324555028874706
"Pip5k1c",908.911333059538,0.620465260157581,0.000110284220314153,0.000876528949862967
"Arf1",2492.70256185754,0.620120621714218,3.65694619011402e-05,0.000327944520509149
"Sept11",960.097171737979,0.617709307982617,0.000123795087706646,0.000972573187287945
"Pxn",2182.66505073143,0.617650584961741,6.73353254825734e-05,0.000570323362746457
"Nup153",2040.00591040305,0.616790922660474,8.17727419991831e-06,8.36491136994477e-05
"Med1",2100.0106918447,0.6161189892512,9.23371381588112e-06,9.34848801564862e-05
"Gpbp1",2290.97121853548,0.614337142555888,3.12655741173306e-05,0.000283193950178129
"Csnk1d",1127.47426036999,0.613891456425792,7.24408493148591e-05,0.00060739297262219
"Sema4d",6545.22723539921,0.612348358098024,9.01219629553903e-07,1.10315392620988e-05
"Rbm25",2095.81423013417,0.612190811093731,4.73835529362538e-05,0.000414960411445786
"Trps1",2815.72611424474,0.610403252908451,2.89573821178097e-05,0.000264053300069219
"Pcf11",2009.52215433614,0.609282775451561,5.64698418358567e-05,0.00048512117098163
"Supt5h",1005.67541409731,0.608363073119032,0.000101231976838418,0.000812330374141173
"Fbrs",2712.37957766034,0.608325907144364,3.67406340580387e-05,0.000329207021299201
"Abi1",1620.12000628325,0.607916789048643,2.08621350582719e-05,0.000197035317424812
"Ik",1594.65133632136,0.606995654508752,8.3683495629851e-05,0.000690962887315683
"Trp53",1251.90034505175,0.60255873033702,5.76344457713938e-05,0.000493950910634106
"Smc1a",1685.35957094985,0.600590781476985,2.19617396345701e-05,0.000206520421407376
"Fgr",2861.88810935866,0.598845945621103,8.47361457902687e-06,8.62737212110688e-05
"Kpna4",3060.16680125613,0.598602212692705,1.17283412607821e-05,0.000115982928733066
"Ino80d",3151.87901201462,0.597465764007353,2.22035963645525e-05,0.000208252432395842
"H2-K1",18121.201854449,0.597202592190176,0.000103194651227481,0.000825024100920514
"Ikbkb",1256.22464629702,0.59603295307812,0.000119985769060606,0.000945313335442578
"Usp9x",2980.53107768907,0.595223150454763,6.75682158624286e-06,7.06531353704333e-05
"D930015E06Rik",8011.75477910679,0.593450369490854,1.03011305970285e-05,0.000103039840958088
"Srrm1",3267.10930611352,0.593346947213969,5.42377159260953e-06,5.74347191229121e-05
"B4galnt1",4596.31059177674,0.592646463707653,1.79282864518225e-05,0.000172025799054555
"Fem1c",1879.59636065897,0.588737099401942,4.34081245046055e-05,0.000383556454125931
"Cct5",1378.82300370601,0.58739485179189,8.56549752506128e-05,0.00070393836256256
"Ppia",4006.75335132953,0.586119810969197,7.34177761884917e-05,0.00061415812312736
"Itga4",18941.8028471217,0.584034821727731,2.85387039627939e-06,3.20041180154189e-05
"Ncl",4069.37943754766,0.581804920998216,4.54879322460917e-05,0.000400626642294237
"S100a11",3788.76243568657,0.579734151801822,5.1181329767755e-05,0.000445339233232201
"Rab1",2303.4789298826,0.579096953484656,4.68445553599554e-05,0.000410904508675625
"Rtn1",2122.29079011673,0.57382242058028,2.74531093203769e-05,0.000251394364554221
"Eif4g2",7677.64909447825,0.572166321499311,1.65690136818676e-05,0.000160404043981834
"Ogdh",1707.59304400651,0.560511388104871,7.20388785802404e-05,0.000604490450549763
"Srebf2",2541.42949944242,0.559849370940122,4.91457255676386e-05,0.00042831508051024
"Srsf7",4253.03636965451,0.558028198682041,8.60331764218442e-05,0.000706058636498362
"Chd2",2427.06774247235,0.557515505441126,9.30797145177528e-05,0.000757575167070486
"Ctnnb1",1682.83903386898,0.556188601557373,0.000110522049534021,0.000877775192523497
"Eif5b",2045.21246601233,0.555674039907443,7.89688077687553e-05,0.000655531873225231
"Zfp106",3664.08365608134,0.553928978033837,6.7783064113014e-05,0.000573219307990852
"Epb4.1l2",3011.04874898052,0.552049984632478,4.38161059845175e-05,0.000386530843754298
"Serbp1",3208.15337702017,0.541952949590397,9.57833927156112e-05,0.000776662794377407
"Actb",70631.6122712956,0.534966607288405,0.000112811788825047,0.000892688172638226
"Tmsb4x",30252.5718188964,0.534831098705073,6.38777191096633e-05,0.000543161170419923
"Cd74",125634.387024465,0.531157104775749,9.74405107935007e-05,0.000785396617132436
"Npm1",5454.96469846733,0.52002009678774,6.73184322730258e-05,0.000570323362746457
"Arpc2",7571.01672121845,0.517354555498987,4.02434894315879e-05,0.000357929163392768
"Trip12",3940.25589500435,0.504828365294337,0.000123804894790924,0.000972573187287945
"Setd2",3506.73132862562,-0.517479553400507,6.26781648663402e-05,0.000533379858599421
"Tbc1d9",3853.77117343676,-0.545865006188201,5.30174863542603e-05,0.000457275819805495
"Hmha1",2095.97293846643,-0.561707055941458,9.06863433043906e-05,0.000741997852731468
"Dpy19l1",1568.09502296163,-0.563775838341457,9.43969071640734e-05,0.000767143057245617
"Coro2a",1306.39391792444,-0.577637629445695,0.000101855808932297,0.000816731293977481
"Fam48a",1529.37440877527,-0.579907737742031,6.21897888669695e-05,0.000530056594232516
"Ivns1abp",3647.06028477603,-0.587985763491574,7.28834166000023e-06,7.56995256019008e-05
"Jhdm1d",3093.0271430501,-0.601252071505862,2.08180974916631e-05,0.00019679096869737
"Lims1",1946.36350508176,-0.605067195167903,1.78563763817582e-05,0.000171487699772683
"Asb2",1740.72134928944,-0.605625481700537,2.94724107199042e-05,0.000268298004477918
"Il6st",3906.38853437552,-0.608202726930763,4.65193292650767e-05,0.000408631030878758
"Cbfa2t3",3015.02778988133,-0.60858658249572,6.90892619872516e-06,7.21044292011461e-05
"Taok3",1232.15161664598,-0.609904208328608,7.95889521983922e-05,0.000659164464193565
"Fam105a",3259.9826874224,-0.615071131377224,1.93004200633556e-05,0.000183404781180992
"Usp48",1232.51355010083,-0.622922060843911,5.17080554520648e-05,0.000448122691769774
"Ccdc47",943.556850439069,-0.633765718692343,7.56925624490061e-05,0.00063123751270984
"Il10ra",2190.70564098388,-0.640704893538,4.72284768127991e-05,0.000413936965463635
"Satb1",1297.38282646998,-0.642773188471628,2.73795654490653e-05,0.000251145497468014
"Myadm",4371.7475730666,-0.643470381436994,9.44913278674253e-07,1.15402993775402e-05
"Pld4",3137.00696822289,-0.643581570485197,1.99982636620723e-06,2.30714792599818e-05
"Rad50",908.379896986646,-0.652187864199202,5.23483471379019e-05,0.000452585510410927
"Rps6ka1",780.478393904039,-0.6554892799871,0.000112660245055274,0.000892140668628496
"2310008H09Rik",1021.68897750183,-0.658292027849102,2.67410599370683e-05,0.000246331549573352
"Plcb2",1694.91586300519,-0.662318851548824,1.16629264953903e-05,0.000115594220242052
"Rere",1308.49883824966,-0.662515361143464,1.77856345123397e-05,0.000170959874598204
"Cep63",712.192461692597,-0.665037462769681,0.000127626091915763,0.000998969258470706
"Atm",675.680365215385,-0.681902563891827,8.12410154959895e-05,0.000672333018233808
"Samd9l",856.001264663314,-0.683671543294626,3.18261139708703e-05,0.000287789893694856
"Pion",1389.75780083325,-0.691624323353853,2.36852681181654e-05,0.000221001300193011
"Fam111a",764.690885273288,-0.692722401843854,9.12213322201617e-05,0.000745249390604081
"Map3k3",815.837299508331,-0.693628037670775,5.94346092594153e-05,0.000508574346056277
"Nr3c1",837.357875470156,-0.694566748138424,2.74200589958637e-05,0.000251304144756507
"Pik3cb",2405.70601174969,-0.696093878544221,8.14188078538306e-07,1.00456713608263e-05
"Chka",943.51751951551,-0.714626584132926,5.12970561010248e-05,0.000445987968493099
"Sumf1",550.789321013943,-0.715833346594821,0.000108490212343644,0.000864172404646103
"Stk38",1063.57635838145,-0.716345084659377,3.64238078946161e-06,4.00995031425179e-05
"Gbp9",1460.22962722801,-0.717176738025957,4.82975806566909e-06,5.18669826192043e-05
"Snx13",995.248044090289,-0.717439822687992,8.47090982122913e-06,8.62737212110688e-05
"Cd22",1343.00390721253,-0.718197760814717,2.21445061314533e-05,0.000207878193173339
"Tmem59",734.546436083045,-0.718318490881518,2.57207827229634e-05,0.000237944696189465
"Dopey1",822.938526849993,-0.718531862787154,9.46048477942561e-05,0.000768256608811976
"Pbxip1",897.346074579625,-0.720715466771024,2.16496487358446e-05,0.000203762506303566
"Atp10d",1015.77448335896,-0.720727939209613,7.19657515027114e-05,0.000604344950409979
"Rnf150",653.726874599034,-0.724991565394691,3.605911162399e-05,0.000324172909728369
"Ifngr1",3164.31777944264,-0.726273040637077,3.29258179865729e-07,4.39809354190561e-06
"Wdr11",685.30456409637,-0.728687252233312,3.70734313217865e-05,0.000331640364582092
"Sft2d2",1343.07926189699,-0.729236522524605,1.02142238599694e-06,1.23872825932754e-05
"Tia1",573.479059227727,-0.731482074955243,9.13237052013419e-05,0.000745523510509523
"Gxylt1",697.526520867612,-0.741579971476226,2.72280521211169e-05,0.000250131002849534
"Erp29",682.862718272856,-0.753909858598858,1.09713616033639e-05,0.000109206604666847
"Gbp4",687.583539263844,-0.755644079484872,3.01039701915387e-05,0.000273817220054525
"Insr",537.315771386191,-0.757099820440173,7.51799969104315e-05,0.000627445998868031
"Zbtb34",550.313492640857,-0.760774721625811,3.02385040930487e-05,0.000274579811265714
"Parp8",1742.53876393973,-0.761959461418203,6.56242371493394e-08,9.87371334776103e-07
"Spata13",809.422540388208,-0.762215840041226,4.6395263131536e-06,5.01096595716779e-05
"Acbd5",730.842763509933,-0.764705538750764,1.61575969045589e-05,0.000156701206147795
"Gpd1l",577.669186258142,-0.765046874911435,6.74305196945015e-05,0.000570683453008231
"Rassf5",648.145065236497,-0.767224866807299,1.16837087592627e-05,0.000115694348253284
"Ncoa3",2618.11670402776,-0.768723353327428,3.50582933521614e-08,5.48032455821016e-07
"Tep1",1253.20085139123,-0.772415377971054,3.45456434745442e-07,4.59181540809493e-06
"BC032203",653.98073343083,-0.775874062725455,1.58990460544918e-05,0.000154331869093467
"Zmynd8",926.428991740628,-0.776781795132847,1.82610987337231e-05,0.000174600602455801
"Marveld1",1235.44506752754,-0.77725675124329,2.5492508750042e-06,2.88870656160256e-05
"Neurl3",2196.91115444136,-0.777674641324879,2.60554353158285e-08,4.12658670725688e-07
"Eml3",763.415933182855,-0.778829988275848,1.36504467187746e-05,0.000134066445425644
"Spire1",1152.15008248481,-0.779156394459423,4.07872898411941e-07,5.34278973216029e-06
"Alox5ap",1491.0395391517,-0.78087411610375,1.04594648193803e-06,1.26459132129851e-05
"Zfp710",879.940945499267,-0.781538083067235,7.04327105217476e-06,7.34357606431272e-05
"Sh2d1b1",585.956641469295,-0.787409687014343,1.21712363788295e-05,0.000120082881322277
"Slc12a6",1526.79842405979,-0.787577696030447,2.97458148699343e-07,4.00293680106831e-06
"D4Wsu53e",1392.48337345489,-0.799564418291271,2.12958836716692e-05,0.000200956714124732
"Fyco1",702.312750304236,-0.811968178070876,2.60345851817975e-06,2.9439734997329e-05
"Cds2",379.331594030442,-0.812908111443109,7.86373140243134e-05,0.000653782058960389
"Asah1",1383.77163156698,-0.820188893672722,3.87483129620972e-08,6.00515700026322e-07
"Pkd1",744.720585868492,-0.822918659144871,1.35050261681197e-06,1.60065589145778e-05
"Inpp5b",641.823009011064,-0.823081533375039,6.6836009922671e-06,6.99759814776174e-05
"Itpripl2",477.099934720322,-0.823981841680068,2.40237834480218e-05,0.000223966993194854
"Ehd4",399.799098140287,-0.83289321704845,4.2328472008306e-05,0.000375240865193108
"Pecam1",565.128867401835,-0.835578885499462,7.31970407995612e-06,7.59524466457516e-05
"Setdb2",381.286466469284,-0.844053030980829,8.38962636684875e-05,0.000691665315312576
"Commd8",515.566307947204,-0.847363494643839,1.17646333751107e-05,0.000116177095125409
"Fam65b",897.33548379808,-0.848298685032953,3.2566016850363e-07,4.35540321654299e-06
"Cpt1a",402.881890757366,-0.850360056908605,2.35484105728117e-05,0.000219913734254542
"Msl1",1311.4786269628,-0.851067451720779,1.16299336128824e-07,1.68431912872132e-06
"Slc38a9",561.422617465682,-0.852018830611601,4.29752908434081e-05,0.00038066338978466
"Cybasc3",1683.25515765329,-0.856356812471322,5.16211014829702e-09,8.97610581645291e-08
"Fgl2",1707.61643397504,-0.86354146080944,6.74548249887329e-09,1.15258378407404e-07
"Nfatc2",1247.49053012065,-0.868174895298906,2.47749604684769e-08,3.92953362745257e-07
"Tmem106b",619.310630362675,-0.869509733835687,2.95039715852638e-06,3.29501571322848e-05
"Igsf6",1422.13921901251,-0.873682271440436,5.42940181836143e-09,9.4106735837295e-08
"Adam19",3851.33916695234,-0.876789000920504,1.48947654328199e-08,2.43004508936352e-07
"Chst15",457.304299159581,-0.876908929695244,1.17342647365864e-05,0.000115982928733066
"Klhl24",1084.29895359151,-0.877370793471109,1.26370665506859e-06,1.50602136351574e-05
"Nlrp1c-ps",372.050653598159,-0.877519864821261,8.41502140266736e-05,0.000693231382928483
"Ggt5",351.426652306044,-0.879543880578814,5.33303357854869e-05,0.000459608216041511
"Slc14a1",617.87198952124,-0.881389582746603,9.63052816371771e-05,0.000780310483152984
"Ogfrl1",1555.34179968722,-0.881545395109783,1.90002914988227e-08,3.04933567121106e-07
"Fam102b",275.757491251355,-0.891215817680143,0.000116549507997588,0.000920919635403265
"Abca9",469.983208860771,-0.891704517916323,4.05719967214181e-06,4.41281566750122e-05
"Exoc6",864.918088194072,-0.895683038064552,6.50196236770924e-08,9.79635025443591e-07
"Eid1",585.033707000526,-0.904394418658813,5.08885299631985e-07,6.51625821620956e-06
"Krt80",512.431859004331,-0.905226747194207,7.81879207347799e-06,8.01484902695415e-05
"Hist1h1d",586.612625919704,-0.908675492697846,1.40227832511381e-05,0.000137474037067493
"D730040F13Rik",452.252936446178,-0.908950712992094,3.97453009403347e-06,4.33159803910107e-05
"Phf17",293.45478815533,-0.91380168221861,7.05317417437759e-05,0.000593683262090384
"Slc25a45",297.817709011922,-0.913927001579459,0.000125067198521516,0.000979647839178299
"Ulk2",457.654118973178,-0.916101761749194,4.76026833113152e-06,5.12604242854351e-05
"Gltscr1",595.084173756052,-0.916959304413701,2.25570229372325e-06,2.58820103380878e-05
"Ttc5",394.634122597117,-0.919144182020245,1.26611819680565e-05,0.000124803079399414
"Tspan2",770.782176486551,-0.920413629452883,2.63322464719691e-07,3.56707153893372e-06
"Slc4a7",517.016261380545,-0.922212912945891,3.9386639165121e-06,4.29683244789281e-05
"Leprot",480.080936125572,-0.928647883052025,2.88572128405605e-06,3.23278373011161e-05
"1700021K19Rik",302.484979898026,-0.929886760019416,0.000110129421193226,0.00087594127737608
"Sipa1",609.00887619205,-0.932722328103082,1.1911092908281e-06,1.42420385734446e-05
"Gbp8",1083.7602389298,-0.936160744591261,9.76399172639143e-09,1.6398964708837e-07
"Tmem8",568.71817191845,-0.936211124341737,4.78650812178361e-07,6.18024344258424e-06
"Lrrk2",3250.26933546157,-0.938841298864489,2.23974704188854e-12,5.74956865042145e-11
"Hlcs",689.654939122808,-0.941787424217835,1.24236525494314e-07,1.78969984132966e-06
"Plekho1",782.821897208616,-0.945444171515696,7.41933436999694e-08,1.10403364327166e-06
"Kat2b",330.59322105913,-0.956488838189847,2.33773278210208e-05,0.000218504393688626
"Lair1",1121.14523400542,-0.959417453001286,3.88043414298619e-09,6.87999068264637e-08
"Tfrc",1620.62668498549,-0.964803776982602,6.508846614185e-11,1.43898643615237e-09
"Arhgap39",631.224478886504,-0.966381349388019,1.0670908263906e-07,1.55373587665179e-06
"Rgl1",1030.59597886572,-0.969039182392704,7.62777125018232e-10,1.48351249467191e-08
"Gm14446",297.999136040151,-0.971041760299237,1.70972336451621e-05,0.00016492816747822
"Evi2b",3423.98128593244,-0.971440579771471,2.57777610918204e-12,6.57059966841625e-11
"Fli1",466.196567639274,-0.975652747144982,1.56611277797615e-06,1.83810397874493e-05
"Abca3",677.586339463527,-0.977887229625339,3.2624509954477e-08,5.12204806285289e-07
"Ngly1",389.59329114113,-0.97876334283005,1.98169848210771e-06,2.29136364020332e-05
"Rad51l3",298.372364385013,-0.97903555411177,2.44391835954768e-05,0.00022705804107187
"Snx30",700.852690134415,-0.980033222316423,5.0337337832385e-07,6.47629905864877e-06
"Zbtb44",598.994728326993,-0.983161622254848,4.0095828603382e-07,5.25857277555009e-06
"Csnk1g3",979.970022096124,-0.984649639546674,1.30562755030342e-09,2.43439987133166e-08
"4933407H18Rik",274.638892252544,-0.992463258331778,6.4067173538762e-05,0.000544344855643458
"A930001N09Rik",806.755404072026,-0.992695529631039,1.86655974200593e-09,3.42139453217432e-08
"Arhgap9",1203.33981856067,-0.994239135934702,7.05539875180767e-11,1.55032727542257e-09
"Mast3",968.65573035948,-0.995358491781088,6.79437332106598e-10,1.32858206113913e-08
"Slc12a9",356.548479572517,-0.997326555829271,2.63362177384922e-06,2.97374142937811e-05
"Ldb1",258.95416623465,-0.997605022177163,3.0194351909656e-05,0.000274408904561496
"Ptch1",360.273766272418,-0.998220606456864,1.79978179704242e-05,0.000172235302185164
"Hps5",949.017739920953,-1.00416188049026,7.96066714344085e-09,1.35594193655495e-07
"Sgk1",414.320542489228,-1.00796534013433,1.92168684242511e-06,2.23365166995614e-05
"Sec11c",475.242254897049,-1.0079716420017,1.65997363852717e-07,2.34758412874215e-06
"Fes",680.108733140627,-1.00810768639349,1.263041588567e-08,2.08257679283809e-07
"Pqlc3",331.118996384264,-1.00882069603397,4.33178604326165e-06,4.68793588478057e-05
"Sirpb1b",275.627292636286,-1.01142171228202,3.17462688822346e-05,0.000287307711613406
"Nsmaf",1523.80784297539,-1.01242037483735,2.91577100351212e-11,6.72054197469081e-10
"Haao",243.440972951535,-1.01288111079834,6.98270092845433e-05,0.000589583781433716
"Rps6ka5",245.841304016482,-1.01675179820653,2.51866749778118e-05,0.000233602097632393
"Mapk7",306.173326402667,-1.02040975004737,5.9113266270508e-06,6.24146211996504e-05
"Appl2",238.977355705318,-1.02264346744682,3.67801526883102e-05,0.000329288755431788
"Rab30",360.261681862637,-1.02689896760214,0.000120827105506011,0.000951250024670504
"Fam65a",243.856669801208,-1.02919736074311,3.04589668640888e-05,0.000276350073734233
"Tmem68",406.760617753467,-1.0306340586272,1.11470729048535e-06,1.34024684548589e-05
"Sla",2256.96922880285,-1.03470060345221,5.3000558398616e-10,1.05543207561067e-08
"Stx16",1598.35440612475,-1.03576963312805,1.65289172555986e-10,3.51783419705107e-09
"Dcaf17",238.898927202145,-1.03758928186823,5.8200294087703e-05,0.000498406154823784
"Fgd2",1179.14597233306,-1.0433660117613,3.47587955323561e-11,7.9272006737266e-10
"Sgms1",286.735899791159,-1.04346600965224,1.45158827514144e-05,0.000141667169230696
"Klrd1",854.186569394277,-1.04559601259213,1.96573353630169e-10,4.1335960600708e-09
"4632428N05Rik",415.235179509407,-1.05006343498057,2.00626909776722e-07,2.779272779554e-06
"Abcg1",640.163273081897,-1.0500866856583,1.70522082424834e-07,2.39593478457616e-06
"Scarb1",274.92511220614,-1.05116059792701,1.38985695157781e-05,0.000136379713373572
"Tsc22d4",241.711091540247,-1.05564551006139,0.000105050578850657,0.000838624112519649
"Pqlc1",296.667409106905,-1.06396085122941,9.33423229381942e-05,0.000759142180472566
"Fam46a",405.138829664871,-1.06806525975783,3.02264791582022e-07,4.05753963718469e-06
"Atg4c",210.404064501938,-1.07085934506731,7.0437733897134e-05,0.000593353010348097
"Mdp1",211.290402480303,-1.07379058334076,4.80001288990212e-05,0.00041968151441735
"Stx17",560.384550000853,-1.07395779395287,3.57938407060441e-07,4.74027721721976e-06
"Pip4k2b",771.416519758363,-1.07889497341903,1.58567140983293e-09,2.92565417979746e-08
"Elmo2",897.719358551298,-1.08164689814003,2.70354175382134e-11,6.24466264800566e-10
"Slc35e2",339.245812489061,-1.08391913758682,4.04949458393377e-06,4.40886179173413e-05
"Wdfy2",166.886070680734,-1.08395789882669,0.000114609008836435,0.000906247731916131
"Plekha2",327.541350473296,-1.09057826761714,1.271816233528e-06,1.51402035800097e-05
"Ppm1k",315.225918717949,-1.09080907863935,4.70002142444199e-06,5.0699437005772e-05
"Sgpp1",746.304081046625,-1.09214360148779,4.77631624459772e-10,9.55666563550875e-09
"Cdhr3",293.391345940819,-1.09554205344858,1.65969697938701e-05,0.000160531226586603
"Adcy7",1709.89788172211,-1.09587364907201,1.97625942913209e-14,6.11680525593942e-13
"Ankmy2",249.06051196982,-1.09810108727979,4.96919763113824e-06,5.32456161603566e-05
"Slc12a2",2112.57178303517,-1.09877730171404,1.30882980886756e-15,4.38964499054559e-14
"Cited2",205.97089225716,-1.10220716733443,0.000124301007076932,0.000975056342986535
"Manba",195.385398705959,-1.10605527836803,2.93308095785621e-05,0.000267233524108127
"Gm9733",178.349019094771,-1.10726003590939,5.43578958756542e-05,0.000468091483323499
"2410091C18Rik",187.090368963353,-1.11581031143379,4.19979596943316e-05,0.000372615804560766
"Polk",204.365294279672,-1.11677694225284,7.29579296633738e-05,0.000610783038673361
"Zfp512",212.755556824991,-1.11989985248179,1.76300933160075e-05,0.000169615276103294
"Tex9",243.025260183027,-1.12004971272932,5.23490647736413e-06,5.57421745530194e-05
"Scn3a",481.834665476643,-1.12180682864588,4.37085469239348e-09,7.71163988317565e-08
"Hap1",372.420938843054,-1.12181484932024,2.37354854140858e-06,2.70090875515537e-05
"Mlh3",154.298364412637,-1.12437215949696,0.000117971625686858,0.000931244250193299
"Zmym3",361.220273649578,-1.12488289861056,1.92707129219325e-07,2.67640555234993e-06
"Eif2c4",180.631069685235,-1.12723580103183,3.46742213050168e-05,0.000312240930504777
"Gm5086",270.519814890725,-1.12798331704091,5.41942359015369e-06,5.74347191229121e-05
"Pgap1",681.466198280351,-1.13401321091183,4.5115301193057e-10,9.08427616773953e-09
"Osbpl2",165.572523521518,-1.13561772852501,5.73146433256366e-05,0.000491598995365496
"Inpp5f",411.669407661809,-1.13590430871659,8.48852863117997e-08,1.25110517906901e-06
"Ptpre",1599.11395072232,-1.1433526794386,4.74696689564009e-14,1.39738837990405e-12
